Feature ID,Feature Name,Feature Class,Primary State,Primary County Name,Elevation (Meters),Elevation (Feet),USGS Map Name,Primary Point (Coordinates),Date Created,Date Edited
2047523,Mercy Urbandale Medical Clinic,Hospital,IA,Polk,291,955,Des Moines NW,POINT (-93.7027209 41.6363776),10/04/2004,
2000220,Virginia Gay Hospital Home,Hospital,IA,Benton,240,787,Vinton,POINT (-92.024625 42.1680506),09/26/2003,
1999260,Ames Oral Surgeons Center,Hospital,IA,Story,283,928,Ames East,POINT (-93.6116066 42.0324861),09/26/2003,
1995634,Correctionville Family Medical Center,Hospital,IA,Woodbury,344,1129,Correctionville,POINT (-95.78528720000001 42.4763776),09/16/2003,
1997370,Brooklyn Medical Clinic,Hospital,IA,Poweshiek,267,876,Brooklyn,POINT (-92.44546300000002 41.7294426),09/16/2003,
2001290,Luther Manor,Hospital,IA,Dubuque,265,869,Dubuque North,POINT (-90.7156828 42.5041691),09/26/2003,
2000679,Medical Associates Clinic,Hospital,IA,Clinton,205,673,Clinton,POINT (-90.19568280000001 41.8591956),09/26/2003,
1996795,Gowrie Care Center,Hospital,IA,Webster,348,1142,Gowrie,POINT (-94.2907991 42.2805316),09/16/2003,
1982803,Denison Primary Care Center,Hospital,IA,Crawford,392,1286,Denison,POINT (-95.3552757 42.0191547),01/16/2003,
2046293,Royal Neighbors Home,Hospital,IA,Scott,226,741,Davenport West,POINT (-90.6470835 41.5039209),09/22/2004,
2001628,Durant Medical Center,Hospital,IA,Cedar,218,715,Durant,POINT (-90.9109815 41.6003053),09/26/2003,
2000287,Keystone Family Practice Center,Hospital,IA,Benton,275,902,Keystone North,POINT (-92.19824 42.0016628),09/26/2003,
1999460,Nevada Back and Neck Care Center,Hospital,IA,Story,305,1001,Nevada,POINT (-93.4471561 42.0305429),09/26/2003,
1999353,Colonial Manor of Zearing,Hospital,IA,Story,321,1053,Zearing,POINT (-93.2918726 42.162486),09/26/2003,
1997394,University of Iowa Health Care,Hospital,IA,Poweshiek,308,1010,Grinnell South,POINT (-92.7340793 41.74277140000001),09/16/2003,
1995283,Siouxland Gastroenterology Center,Hospital,IA,Woodbury,336,1102,Sioux City South,POINT (-96.4016958 42.4941609),09/16/2003,
2001160,Dubuque Nursing and Rehabilitation Center,Hospital,IA,Dubuque,269,883,Dubuque North,POINT (-90.7095716 42.5166686),09/26/2003,
2048483,Trinity Center at Luther Park,Hospital,IA,Polk,257,843,Des Moines SE,POINT (-93.5968839 41.6222112),10/04/2004,
2002475,Physicians Clinic of Iowa,Hospital,IA,Johnson,237,778,Iowa City West,POINT (-91.6168388 41.7416803),09/26/2003,
2046435,Trinity Womens Health Center,Hospital,IA,Scott,199,653,Davenport East,POINT (-90.5043008 41.5455888),09/22/2004,
1982802,Denison Care Center,Hospital,IA,Crawford,417,1368,Denison,POINT (-95.3361085 42.0316545),01/16/2003,
1999402,Maxwell Medical Clinic,Hospital,IA,Story,268,879,Maxwell,POINT (-93.3996546 41.8919322),09/26/2003,
2002418,Coralville Family Care Center,Hospital,IA,Johnson,201,659,Iowa City West,POINT (-91.5654473 41.6777935),09/26/2003,
1996473,Eastern Star Masonic Home,Hospital,IA,Boone,340,1115,Boone West,POINT (-93.9024503 42.0597044),09/16/2003,
2046789,Manor Care Health Services Center,Hospital,IA,Linn,236,774,Cedar Rapids South,POINT (-91.6451796 41.9925002),09/22/2004,
2001573,Cedar Manor Nursing Home,Hospital,IA,Cedar,252,827,Tipton East,POINT (-91.1248792 41.7772432),09/26/2003,
1995119,Miller Chiropractic Clinic,Hospital,IA,Des Moines,209,686,West Burlington,POINT (-91.1404242 40.8264275),09/16/2003,
2048646,University of Osteopathic Medicine and Health Science Center,Hospital,IA,Polk,284,932,Des Moines SW,POINT (-93.6613303 41.5833226),10/04/2004,
1981267,West Point Clinic,Hospital,IA,Lee,233,764,West Point,POINT (-91.4493208 40.7158705),01/16/2003,
458998,Mercy Medical Center - North Campus,Hospital,IA,Clinton,193,633,Clinton,POINT (-90.1891415 41.8616673),04/30/1979,01/06/2020
1970395,Oakwood Nursing and Rehabilitation Center,Hospital,IA,Monroe,289,948,Albia,POINT (-92.8026956 41.013063800000005),01/15/2003,
1948745,Mercy Family Care Center,Hospital,IA,Howard,379,1243,Lime Springs,POINT (-92.2812806 43.4488554),01/31/2002,
1906841,Le Mars Optometric Clinic,Hospital,IA,Plymouth,373,1224,Le Mars,POINT (-96.1689112 42.7938789),05/07/2001,
1976066,Gilfillan Memorial Clinic,Hospital,IA,Davis,267,876,Bloomfield North,POINT (-92.4210186 40.750855),01/15/2003,
1925462,Emmetsburg Eye Care Center,Hospital,IA,Palo Alto,377,1237,Emmetsburg,POINT (-94.6794245 43.112465),06/15/2001,
1906392,Dental Clinic,Hospital,IA,Sioux,446,1463,Sioux Center,POINT (-96.1758551 43.0763735),05/07/2001,
1968328,Mercy Center,Hospital,IA,Mills,299,981,Glenwood,POINT (-95.7469501 41.0391661),01/15/2003,
1907324,Northwest Iowa Urologists Center,Hospital,IA,Osceola,470,1542,Sibley East,POINT (-95.7430712 43.4102466),05/07/2001,
1981678,Health Care Center,Hospital,IA,Washington,229,751,Washington,POINT (-91.6779443 41.298073),01/16/2003,
1906456,Plains Area Mental Health Center,Hospital,IA,Sioux,385,1263,Rock Valley,POINT (-96.2841924 43.2022039),05/07/2001,
1969926,Family Chiropractic Center,Hospital,IA,Warren,294,965,Indianola,POINT (-93.55799320000001 41.3616594),01/15/2003,
1948901,Postville Chiropractic Clinic,Hospital,IA,Allamakee,365,1197,Postville,POINT (-91.5682015 43.088313),01/31/2002,
1948494,Heine-Pratt Chiropractic Clinic,Hospital,IA,Bremer,316,1037,Readlyn,POINT (-92.2254569 42.7030388),01/31/2002,
1925719,Mercy Family Care - Buffalo Center,Hospital,IA,Winnebago,364,1194,Buffalo Center,POINT (-93.9466193 43.3860687),06/15/2001,
1906734,Family Health Care Building,Hospital,IA,Lyon,420,1378,George West,POINT (-96.0027987 43.3452513),05/07/2001,
1982577,Elm Crest Retirement Community,Hospital,IA,Shelby,384,1260,Harlan,POINT (-95.3247207 41.6483218),01/16/2003,
1982401,Wapello Nursing and Care Center,Hospital,IA,Louisa,178,584,Wapello,POINT (-91.1907052 41.1739195),01/16/2003,
1981279,Donnellson Health Center,Hospital,IA,Lee,215,705,Donnellson,POINT (-91.5696029 40.6469816),01/16/2003,
1906397,Kragt Chiropractic Clinic,Hospital,IA,Sioux,443,1453,Sioux Center,POINT (-96.1741884 43.0783178),05/07/2001,
463616,Jackson County Hospital,Hospital,IA,Jackson,336,1102,Dubuque South,POINT (-90.6734622 42.4013959),01/01/2000,
1907234,Sunset Knoll Retirement Home,Hospital,IA,Cherokee,426,1398,Aurelia,POINT (-95.440837 42.71526),05/07/2001,
1949748,Midlands Dental Center,Hospital,IA,Pottawattamie,304,997,Council Bluffs North,POINT (-95.85251190000001 41.2597204),01/31/2002,
1976390,Medical Arts Clinic,Hospital,IA,Jefferson,233,764,Fairfield North,POINT (-91.9543391 41.0033537),01/15/2003,
1925869,Pleasant View Home,Hospital,IA,Buena Vista,403,1322,Albert City,POINT (-94.9524884 42.7727536),06/15/2001,
1907219,Sioux Valley Medical Association - Marcus,Hospital,IA,Cherokee,444,1457,Marcus,POINT (-95.8077912 42.8266529),05/07/2001,
1949460,Avoca Physicians Clinic,Hospital,IA,Pottawattamie,346,1135,Avoca,POINT (-95.33972150000001 41.4808237),01/31/2002,
1982019,Midlands Dental Center,Hospital,IA,Harrison,333,1093,Woodbine,POINT (-95.701951 41.7394329),01/16/2003,
1975458,Family Eye Care Clinic,Hospital,IA,Wapello,254,833,Ottumwa North,POINT (-92.3896291 41.0291813),01/15/2003,
1925954,Garner Medical Clinic,Hospital,IA,Hancock,371,1217,Garner,POINT (-93.6016004 43.10273810000001),06/15/2001,
1945344,Nora Springs Health Care Center,Hospital,IA,Floyd,331,1086,Nora Springs,POINT (-93.0043669 43.1427467),10/24/2001,
1907021,Sheldon Chiropractic Clinic,Hospital,IA,O'Brien,434,1424,Sheldon,POINT (-95.8561276 43.1810893),05/07/2001,
1982124,Dunlap Care Center,Hospital,IA,Harrison,377,1237,Dunlap,POINT (-95.5891703 41.849155),01/16/2003,
1925929,Westview Care Center,Hospital,IA,Hancock,368,1207,Britt,POINT (-93.8113324 43.0927402),06/15/2001,
1969790,Clarke County Hospital,Hospital,IA,Clarke,345,1132,Osceola,POINT (-93.7684936 41.0260736),01/15/2003,01/05/2020
1976381,Parkview Care Center,Hospital,IA,Jefferson,226,741,Fairfield North,POINT (-91.9401721 41.0069649),01/15/2003,
1970400,Brees Rest Home,Hospital,IA,Monroe,294,965,Albia,POINT (-92.804918 41.0263969),01/15/2003,
1945039,Hawkeye Dental Studio,Hospital,IA,Fayette,320,1050,Oelwein,POINT (-91.910448 42.6735949),10/24/2001,
1969925,Mercy Indianola Medical Clinic,Hospital,IA,Warren,294,965,Indianola,POINT (-93.55799320000001 41.3611038),01/15/2003,
459408,Womens Health Center,Hospital,IA,Montgomery,344,1129,Red Oak North,POINT (-95.2169354 41.0149928),01/01/2000,
1949146,Guttenberg Care Center,Hospital,IA,Clayton,284,932,Guttenberg,POINT (-91.1112403 42.7958228),01/31/2002,
1941027,Family Dentistry Center,Hospital,IA,Cerro Gordo,357,1171,Mason City,POINT (-93.2496485 43.1480158),10/23/2001,
1945013,Good Samaritan Nursing Center,Hospital,IA,Fayette,360,1181,West Union,POINT (-91.8112722 42.9708117),10/24/2001,
463202,Woodward State Hospital,Hospital,IA,Boone,324,1063,Woodward,POINT (-93.9158357 41.872106),04/30/1979,03/20/2019
1969805,Murray Medical Clinic,Hospital,IA,Clarke,371,1217,Murray,POINT (-93.9496692 41.0416602),01/15/2003,
1907015,Northwest Iowa Health Center,Hospital,IA,O'Brien,437,1434,Sheldon,POINT (-95.8464053 43.1869223),05/07/2001,
1907120,Mercy Family Care Center - Hartley,Hospital,IA,O'Brien,451,1480,Hartley,POINT (-95.4880628 43.1833059),05/07/2001,
1907179,Sioux Valley Medical Associates Center,Hospital,IA,Cherokee,383,1257,Cherokee North,POINT (-95.5480628 42.7591497),05/07/2001,
1907121,Community Memorial Health Center,Hospital,IA,O'Brien,451,1480,Hartley,POINT (-95.4880628 43.1833059),05/07/2001,
1906844,Chiropractic Clinic,Hospital,IA,Plymouth,375,1230,Le Mars,POINT (-96.1655778 42.7933233),05/07/2001,
1970396,Monroe Care Center,Hospital,IA,Monroe,290,951,Albia,POINT (-92.7921398 41.0291749),01/15/2003,
456531,Faith Nursing Home,Hospital,IA,Mitchell,357,1171,Osage,POINT (-92.8065835 43.2763608),04/30/1979,
464932,Bettendorf Health Care Center,Hospital,IA,Scott,217,712,Silvis,POINT (-90.4931895 41.570033),06/01/1992,
1975802,Pella Medical Center,Hospital,IA,Marion,261,856,Pella,POINT (-92.91269790000001 41.4136088),01/15/2003,
1944622,Dental Associates Building,Hospital,IA,Worth,376,1234,Northwood,POINT (-93.2193704 43.4449579),10/24/2001,
1968509,Southwest Orthodontic Associates Center,Hospital,IA,Page,311,1020,Shenandoah East,POINT (-95.3558211 40.7666636),01/15/2003,
1968834,Lenox Care Center,Hospital,IA,Taylor,397,1302,Lenox,POINT (-94.5574649 40.8855436),01/15/2003,
1907601,Iowa Lakes Orthopaedics Center,Hospital,IA,Dickinson,443,1453,Okoboji,POINT (-95.1258287 43.4180181),05/07/2001,
1968518,Eyecare Associates Center of SW Iowa,Hospital,IA,Page,298,978,Shenandoah East,POINT (-95.3719326 40.7661083),01/15/2003,
1969087,Cass County Memorial Hospital,Hospital,IA,Cass,381,1250,Wiota,POINT (-94.9912722 41.4012647),01/15/2003,01/05/2020
1925561,West Bend Care Center,Hospital,IA,Palo Alto,366,1201,West Bend,POINT (-94.4485839 42.9663583),06/15/2001,
1969402,Clearview Home,Hospital,IA,Ringgold,369,1211,Mount Ayr,POINT (-94.2418988 40.7183257),01/15/2003,
1906591,Hospers Medical Clinic,Hospital,IA,Sioux,411,1348,Hospers,POINT (-95.9047384 43.0716492),05/07/2001,
1981675,Krotz-Dieleman Dental Office,Hospital,IA,Washington,230,755,Washington,POINT (-91.691556 41.2980727),01/16/2003,
1906839,Floyd Valley Hospital,Hospital,IA,Plymouth,379,1243,Le Mars,POINT (-96.155578 42.7961733),05/07/2001,04/06/2017
1906611,Hillcrest Health Care Center,Hospital,IA,Sioux,364,1194,Hawarden North,POINT (-96.4808642 43.0091547),05/07/2001,
463303,Kossuth County Care Facility,Hospital,IA,Kossuth,376,1234,Hobarton,POINT (-94.28579900000001 43.0466337),01/01/2000,
1948607,Fredericksburg Family Health Center,Hospital,IA,Chickasaw,333,1093,Fredericksburg,POINT (-92.1990641 42.95914380000001),01/31/2002,
1948358,Rohlf Medical Clinic,Hospital,IA,Bremer,287,942,Waverly,POINT (-92.4835183 42.7230365),01/31/2002,
1944526,Steele Memorial Clinic,Hospital,IA,Wright,360,1181,Belmond,POINT (-93.6113212 42.8458022),10/24/2001,
1944764,Franklin Medical Center,Hospital,IA,Franklin,378,1240,Latimer,POINT (-93.3682594 42.7638612),10/24/2001,
1949728,Alegent Health Clinic,Hospital,IA,Pottawattamie,300,984,Omaha North,POINT (-95.8772347 41.261665),01/31/2002,
1906905,Kingsley Chiropractic Clinic,Hospital,IA,Plymouth,383,1257,Kingsley,POINT (-95.96834990000002 42.58804630000001),05/07/2001,
1926101,First Avenue Chiropractic Center,Hospital,IA,Humboldt,331,1086,Humboldt,POINT (-94.21718470000002 42.7224714),06/15/2001,
1906968,Saint Lukes Gordon Recovery Center,Hospital,IA,Plymouth,374,1227,Le Mars,POINT (-96.1658556 42.7938789),05/07/2001,
1925696,Wilson Dental Center,Hospital,IA,Winnebago,388,1273,Forest City,POINT (-93.6377148 43.2641226),06/15/2001,
1975455,Ottumwa Regional Health Center,Hospital,IA,Wapello,255,837,Ottumwa North,POINT (-92.390069 41.0291406),01/15/2003,01/11/2020
1906519,Orange City Medical Clinic,Hospital,IA,Sioux,438,1437,Orange City,POINT (-96.05863 43.0097086),05/07/2001,
1906394,Sioux Center Medical Clinic,Hospital,IA,Sioux,441,1447,Sioux Center,POINT (-96.1764106 43.0722069),05/07/2001,
1949743,Bluffs Family Health Care Center,Hospital,IA,Pottawattamie,328,1076,Council Bluffs North,POINT (-95.8350113 41.2677758),01/31/2002,
1945529,Aplington Chiropractic Clinic,Hospital,IA,Butler,297,974,Aplington,POINT (-92.8840864 42.5838676),10/24/2001,
1949114,Gunderson Lutheran Medical Clinic,Hospital,IA,Clayton,213,699,Prairie du Chien,POINT (-91.1831855 43.018318),01/31/2002,
1944504,Trimark Physicians Clinic,Hospital,IA,Wright,356,1168,Clarion,POINT (-93.7349366 42.7210832),10/24/2001,
1969483,Crest Haven Care Centre,Hospital,IA,Union,401,1316,Creston East,POINT (-94.348847 41.06054480000001),01/15/2003,
1970538,Lineville Medical Clinic,Hospital,IA,Wayne,333,1093,Lineville,POINT (-93.52383 40.5813967),01/15/2003,
1970844,New Sharon Memorial Clinic,Hospital,IA,Mahaska,268,879,New Sharon,POINT (-92.6432461 41.4691683),01/15/2003,
1975472,Williamson Dental Clinic,Hospital,IA,Wapello,198,650,Ottumwa North,POINT (-92.4135186 41.0191812),01/15/2003,
1970397,Monroe County Professional Clinic,Hospital,IA,Monroe,292,958,Albia,POINT (-92.7963068 41.0436189),01/15/2003,
1981429,Bouchey Eye Surgery Center,Hospital,IA,Henry,214,702,Mount Pleasant,POINT (-91.5598827 40.9619736),01/16/2003,
1948557,Dental Associates Center,Hospital,IA,Chickasaw,352,1155,New Hampton,POINT (-92.3187879 43.06053),01/31/2002,
1968613,Wheat Chiropractic Center,Hospital,IA,Page,304,997,Shenandoah East,POINT (-95.3063772 40.8336065),01/15/2003,
1941022,Radiologists of North Iowa Center,Hospital,IA,Cerro Gordo,349,1145,Mason City,POINT (-93.2174258 43.1485724),10/23/2001,
1970493,Rathbun Mentoal Health Center,Hospital,IA,Wayne,334,1096,Corydon,POINT (-93.3188229 40.7583388),01/15/2003,
1968329,Alegent Health - Glenwood Clinic,Hospital,IA,Mills,299,981,Glenwood,POINT (-95.7469501 41.0391661),01/15/2003,
1906696,Pioneer Medical Center,Hospital,IA,Lyon,417,1368,Rock Rapids,POINT (-96.1719707 43.4233057),05/07/2001,
1981834,Pleasant View Care Center,Hospital,IA,Monona,323,1060,Sloan,POINT (-96.1569635 42.1252672),01/16/2003,
1968508,Southwest Foot and Ankle Center,Hospital,IA,Page,311,1020,Shenandoah East,POINT (-95.3558211 40.7666636),01/15/2003,
1945032,Brown Chiropractic Clinic,Hospital,IA,Fayette,324,1063,Oelwein,POINT (-91.9101701 42.6780393),10/24/2001,
1982123,Dunlap Family Medicine Clinic,Hospital,IA,Harrison,348,1142,Dunlap,POINT (-95.6008372 41.854155),01/16/2003,
1981430,Belsare Surgical Clinic,Hospital,IA,Henry,214,702,Mount Pleasant,POINT (-91.5598827 40.9619736),01/16/2003,
1944901,Advance Chiropractic Clinic,Hospital,IA,Mitchell,354,1161,Saint Ansgar,POINT (-92.9235288 43.3785783),10/24/2001,
1976392,College Medical Associates Center,Hospital,IA,Jefferson,231,758,Fairfield North,POINT (-91.9696174 41.0222419),01/15/2003,
1970608,Chariton Medical Clinic,Hospital,IA,Lucas,316,1037,Chariton,POINT (-93.3029871 41.0263884),01/15/2003,
1981907,Onawa Family Dentistry Center,Hospital,IA,Monona,321,1053,Onawa,POINT (-96.09640420000001 42.026377),01/16/2003,
1907065,Sanborn Medical Clinic,Hospital,IA,O'Brien,473,1552,Sanborn,POINT (-95.656123 43.1833087),05/07/2001,
1945035,Family Health Center,Hospital,IA,Fayette,329,1079,Oelwein,POINT (-91.90322540000001 42.6791504),10/24/2001,
1970775,Oskaloosa Chiropractic Clinic,Hospital,IA,Mahaska,257,843,Oskaloosa,POINT (-92.6571373 41.2966725),01/15/2003,
454761,Booth Hospital,Hospital,IA,Polk,285,935,Des Moines SE,POINT (-93.6035505 41.5599895),04/30/1979,
1941155,Rockwell Dental Clinic,Hospital,IA,Cerro Gordo,343,1125,Sheffield,POINT (-93.18964640000002 42.9849662),10/23/2001,
1969479,Greater Regional Medical Center,Hospital,IA,Union,395,1296,Creston West,POINT (-94.3839494 41.0700037),01/15/2003,01/05/2020
1982403,Wapello Dental Health Care Center,Hospital,IA,Louisa,177,581,Wapello,POINT (-91.1887607 41.180586),01/16/2003,
1981875,Maple Valley Medical Clinic,Hospital,IA,Monona,348,1142,Mapleton,POINT (-95.791951 42.1661005),01/16/2003,
1907183,Kennedy Chiropractic Office,Hospital,IA,Cherokee,359,1178,Cherokee South,POINT (-95.55222930000001 42.7410945),05/07/2001,
1941023,North Iowa Dentistry Center,Hospital,IA,Cerro Gordo,349,1145,Mason City,POINT (-93.2329817 43.148294),10/23/2001,
1945149,Fayette Chiropractic Clinic,Hospital,IA,Fayette,307,1007,Fayette,POINT (-91.8018294 42.8435921),10/24/2001,
1906716,Larchwood Chiropractic Clinic,Hospital,IA,Lyon,451,1480,Larchwood,POINT (-96.434205 43.4535862),05/07/2001,
1968403,Malvern Family Medical Center,Hospital,IA,Mills,308,1010,Malvern,POINT (-95.5844448 41.002776),01/15/2003,
1941342,Gunderson Lutheran Podiatry Center,Hospital,IA,Winneshiek,269,883,Decorah,POINT (-91.7909872 43.2958057),10/23/2001,
1981268,West Point Optical Center,Hospital,IA,Lee,236,774,West Point,POINT (-91.452932 40.716703900000006),01/16/2003,
1969976,Regency Care Center,Hospital,IA,Warren,291,955,Norwalk,POINT (-93.6799416 41.4824903),01/15/2003,
463423,Webster County Hospital,Hospital,IA,Webster,349,1145,Fort Dodge South,POINT (-94.2166294 42.4624703),01/01/2000,
1906887,Remsen Dental Center,Hospital,IA,Plymouth,406,1332,Remsen,POINT (-95.9736288 42.8141556),05/07/2001,
1925524,Graettinger Clinic of Chiropractic Care,Hospital,IA,Palo Alto,381,1250,Graettinger West,POINT (-94.7519269 43.2374604),06/15/2001,
1945136,Mercy Clinic - Arlington,Hospital,IA,Fayette,344,1129,Arlington,POINT (-91.6723776 42.7497056),10/24/2001,
1982731,Family Practice Specialists Center,Hospital,IA,Crawford,459,1506,Schleswig,POINT (-95.4369432 42.1658213),01/16/2003,
1907020,Northwest Iowa Urologists Center,Hospital,IA,O'Brien,434,1424,Sheldon,POINT (-95.8561276 43.1810893),05/07/2001,
1906904,Northwest Foot and Ankle Association,Hospital,IA,Plymouth,383,1257,Kingsley,POINT (-95.9677943 42.588324),05/07/2001,
1948400,Community Memorial Hospital,Hospital,IA,Bremer,328,1076,Sumner,POINT (-92.1091084 42.8463172),01/31/2002,11/06/2017
1948874,Gundersen Vision Center,Hospital,IA,Allamakee,379,1243,Waukon,POINT (-91.4773617 43.2705319),01/31/2002,
1949723,Council Bluffs Community Health Center,Hospital,IA,Pottawattamie,313,1027,Council Bluffs North,POINT (-95.8480673 41.263887),01/31/2002,
1948383,Tripoli Nursing Home,Hospital,IA,Bremer,320,1050,Tripoli,POINT (-92.262123 42.8038697),01/31/2002,
1949894,Medical Clinic,Hospital,IA,Fremont,280,919,Hamburg,POINT (-95.6574933 40.605557000000005),01/31/2002,
1925802,Fox and Boyd Dental Center,Hospital,IA,Buena Vista,386,1266,Sioux Rapids,POINT (-95.1502718 42.8933093),06/15/2001,
1969406,Mount Ayr Health Care Center,Hospital,IA,Ringgold,367,1204,Mount Ayr,POINT (-94.2252318 40.7111039),01/15/2003,
1949737,Alegent Health Heart Center,Hospital,IA,Pottawattamie,322,1056,Council Bluffs North,POINT (-95.8400115 41.2680536),01/31/2002,
1975452,Ottumwa Family Practice Center,Hospital,IA,Wapello,237,778,Ottumwa North,POINT (-92.400185 41.0277923),01/15/2003,
1981679,United Presbyterian Home,Hospital,IA,Washington,229,751,Washington,POINT (-91.6779443 41.298073),01/16/2003,
1925700,Forest City Regional Medical Center,Hospital,IA,Winnebago,387,1270,Forest City,POINT (-93.6279922 43.2707891),06/15/2001,
1969487,Creston Medical Clinic,Hospital,IA,Union,388,1273,Creston East,POINT (-94.3719034 41.0522113),01/15/2003,
1944269,Abben Cancer Center,Hospital,IA,Clay,403,1322,Spencer,POINT (-95.1430504 43.1494129),10/24/2001,
462092,Sunny Crest Sanitarium,Hospital,IA,Dubuque,249,817,Dubuque North,POINT (-90.6542942 42.53222360000001),04/30/1979,08/02/2012
1976061,Friends Residential Care,Hospital,IA,Davis,266,873,Bloomfield North,POINT (-92.4196297 40.7577993),01/15/2003,
1970764,Swim Chiropractic Care Center,Hospital,IA,Mahaska,247,810,Oskaloosa,POINT (-92.6307478 41.2972285),01/15/2003,
1949741,Midwest Womens Health Care Center,Hospital,IA,Pottawattamie,322,1056,Council Bluffs North,POINT (-95.8400115 41.2680536),01/31/2002,
1975796,Pella Community Hospital,Hospital,IA,Marion,259,850,Pella,POINT (-92.9124201 41.4127755),01/15/2003,
1981717,Kalona Dental Associates Center,Hospital,IA,Washington,203,666,Kalona,POINT (-91.6993348 41.4858501),01/16/2003,
1975449,Vista Woods Care Center,Hospital,IA,Wapello,252,827,Ottumwa North,POINT (-92.3849068 41.0280703),01/15/2003,
1981209,River Cities Ophthalmology Center,Hospital,IA,Lee,185,607,Keokuk,POINT (-91.387652 40.4069885),01/16/2003,
1980939,Farmington Clinic,Hospital,IA,Van Buren,172,564,Farmington,POINT (-91.740165 40.6397568),01/16/2003,
1982574,Harlan Crest Home,Hospital,IA,Shelby,394,1293,Harlan,POINT (-95.3288875 41.66387720000001),01/16/2003,
1925468,Emmetsburg Care Center,Hospital,IA,Palo Alto,376,1234,Emmetsburg,POINT (-94.6822022 43.1013542),06/15/2001,
1969638,Lamoni Nursing and Rehabilitation Center,Hospital,IA,Decatur,347,1138,Lamoni South,POINT (-93.92328230000001 40.6222216),01/15/2003,
1976063,Davis County Hospital,Hospital,IA,Davis,267,876,Bloomfield North,POINT (-92.415742 40.7588506),01/15/2003,01/05/2020
1975474,Family Health Center,Hospital,IA,Wapello,202,663,Ottumwa North,POINT (-92.4085184 41.0152924),01/15/2003,
1976203,Keokuk County Medical Clinic,Hospital,IA,Keokuk,229,751,Sigourney,POINT (-92.20657 41.3225114),01/15/2003,
1906922,Akron Chiropractic Center,Hospital,IA,Plymouth,350,1148,Akron,POINT (-96.5586439 42.828604),05/07/2001,
1925258,Algona Chiropractic Clinic,Hospital,IA,Kossuth,368,1207,Algona,POINT (-94.2366302 43.0682996),06/15/2001,
1907103,Paullina Chiropractic Center,Hospital,IA,O'Brien,431,1414,Paullina,POINT (-95.6866767 42.9791479),05/07/2001,
1976515,Ear Nose Throat Center of Southeast Iowa,Hospital,IA,Wapello,203,666,Ottumwa North,POINT (-92.4107408 41.0189034),01/15/2003,
1969927,Indianola Good Samaritan Center,Hospital,IA,Warren,295,968,Indianola,POINT (-93.5577154 41.3533262),01/15/2003,
1907439,Estherville Medical Clinic,Hospital,IA,Emmet,401,1316,Estherville,POINT (-94.8333197 43.4110698),05/07/2001,
456593,Unity Point Health Finley Hospital,Hospital,IA,Dubuque,273,896,Dubuque South,POINT (-90.6862493 42.4962692),04/30/1979,01/05/2020
1968614,Essex Medical Clinic,Hospital,IA,Page,304,997,Shenandoah East,POINT (-95.3063772 40.8336065),01/15/2003,
1968801,Family Practice Clinic,Hospital,IA,Taylor,359,1178,Bedford,POINT (-94.7210802 40.6730433),01/15/2003,
1981206,American Eyecare Center,Hospital,IA,Lee,188,617,Keokuk,POINT (-91.3954301 40.4080996),01/16/2003,
1969226,Allen House,Hospital,IA,Cass,394,1293,Wiota,POINT (-94.993877 41.3902673),01/15/2003,
1982730,Schleswig Chiropractic Clinic,Hospital,IA,Crawford,462,1516,Schleswig,POINT (-95.4363876 42.1666547),01/16/2003,
1981426,Orthopedic Clinic,Hospital,IA,Henry,218,715,Mount Pleasant,POINT (-91.5596049 40.9625292),01/16/2003,
1944913,Stacyville Community Nursing Home,Hospital,IA,Mitchell,372,1220,Stacyville,POINT (-92.7832445 43.4324683),10/24/2001,
1941033,North Iowa Mercy Health Center - West Campus,Hospital,IA,Cerro Gordo,353,1158,Clear Lake East,POINT (-93.2613154 43.158293),10/23/2001,
1945264,Cedar Valley Podiatry Center,Hospital,IA,Floyd,317,1040,Charles City,POINT (-92.68130050000002 43.0524723),10/24/2001,
1925145,Titonka Care Center,Hospital,IA,Kossuth,355,1165,Titonka,POINT (-94.0488446 43.2346839),06/15/2001,
1941025,Anchor Family Health Center,Hospital,IA,Cerro Gordo,355,1165,Mason City,POINT (-93.2460374 43.1488492),10/23/2001,
1907748,Schwartz Chiropractic Clinic,Hospital,IA,Dickinson,448,1470,Spirit Lake,POINT (-95.1019392 43.4230176),05/07/2001,
1945151,Maple Crest Manor Nursing Home,Hospital,IA,Fayette,322,1056,Fayette,POINT (-91.8084964 42.8413699),10/24/2001,
1981129,American Eyecare Center,Hospital,IA,Lee,163,535,Fort Madison,POINT (-91.337929 40.6269852),01/16/2003,
1907181,Cherokee Family Practice Center,Hospital,IA,Cherokee,366,1201,Cherokee North,POINT (-95.551674 42.7508166),05/07/2001,
1969978,Norwalk Healthcare Center,Hospital,IA,Warren,283,928,Norwalk,POINT (-93.6799416 41.4772126),01/15/2003,
1982070,Midwest Urology Center,Hospital,IA,Harrison,362,1188,Missouri Valley,POINT (-95.8855659 41.562492),01/16/2003,
1945015,Bigler Chiropractic Clinic,Hospital,IA,Fayette,362,1188,West Union,POINT (-91.8057166 42.9605343),10/24/2001,
463410,Hardin County Health Care Center,Hospital,IA,Hardin,325,1066,Owasa,POINT (-93.1490913 42.39776),01/01/2000,
1906689,Jones Chiropractic Clinic,Hospital,IA,Lyon,411,1348,Rock Rapids,POINT (-96.1711375 43.4305277),05/07/2001,
