Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
454132,SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL,8550 HUEBNER ROAD,SAN ANTONIO,TX,78240,BEXAR,(210) 541-5300,Psychiatric,Proprietary,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-98.60638 29.517116)
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,117 EAST 19TH STREET,ROSWELL,NM,88201,CHAVES,(575) 625-3345,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-104.521754 33.415976)
010099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,AL,36426,ESCAMBIA,(251) 867-8061,Acute Care Hospitals,Government - Hospital District or Authority,true,,3,,Same as the national average,,Not Available,5,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-87.072378 31.127105)
240052,LAKE REGION HEALTHCARE CORPORATION,712 SOUTH CASCADE,FERGUS FALLS,MN,56537,OTTER TAIL,(218) 736-8191,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-96.072407 46.277138)
261328,MOSAIC MEDICAL CENTER ALBANY,705 N COLLEGE STREET,ALBANY,MO,64402,GENTRY,(660) 726-3941,Critical Access Hospitals,Voluntary non-profit - Private,true,true,Not Available,16,Not Available,5,Not Available,16,Same as the national average,,Not Available,16,Not Available,16,Not Available,5,Same as the national average,,POINT (-94.325476 40.252124)
521335,HUDSON HOSPITAL,405 STAGELINE ROAD,HUDSON,WI,54016,ST. CROIX,(715) 531-6000,Critical Access Hospitals,Voluntary non-profit - Private,true,true,5,,Not Available,5,Not Available,5,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-92.718839 44.962289)
261321,HEDRICK MEDICAL CENTER,2799 NORTH WASHINGTON STREET,CHILLICOTHE,MO,64601,LIVINGSTON,(660) 646-1480,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Not Available,5,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-93.552781 39.816125)
521352,UPLAND HILLS HEALTH,800 COMPASSION WAY,DODGEVILLE,WI,53533,IOWA,(608) 930-8000,Critical Access Hospitals,Voluntary non-profit - Private,true,true,5,,Same as the national average,,Not Available,5,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Not Available,5,POINT (-90.130254 42.952635)
341325,ASHE MEMORIAL HOSPITAL,200 HOSPITAL AVE,JEFFERSON,NC,28640,ASHE,(336) 246-7101,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Not Available,16,Above the national average,,Same as the national average,,Not Available,5,Same as the national average,,Same as the national average,,POINT (-81.459727 36.423027)
371313,"MERCY HOSPITAL KINGFISHER, INC",1000 KINGFISHER HOSPITAL DRIVE,KINGFISHER,OK,73750,KINGFISHER,(405) 375-3141,Critical Access Hospitals,Voluntary non-profit - Church,true,true,Not Available,16,Not Available,5,Not Available,16,Below the national average,,Not Available,16,Not Available,5,Not Available,5,Same as the national average,,
670117,TEXAS GENERAL HOSPITAL- VZRMC LP,707 N WALDRIP ST,GRAND SALINE,TX,75140,VAN ZANDT,(903) 962-5200,Acute Care Hospitals,Proprietary,true,,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,16,Not Available,5,Same as the national average,,Not Available,16,POINT (-95.721737 32.679193)
351327,ST ALOISIUS MEDICAL CENTER,325 E BREWSTER ST,HARVEY,ND,58341,WELLS,(701) 324-4651,Critical Access Hospitals,Voluntary non-profit - Private,true,true,Not Available,16,Not Available,5,Not Available,16,Same as the national average,,Not Available,16,Not Available,16,Above the national average,,Not Available,16,POINT (-99.933089 47.767687)
050393,PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,LOS ANGELES,(526) 904-5000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-118.131703 33.935563)
191311,BUNKIE GENERAL HOSPITAL,427 EVERGREEN STREET,BUNKIE,LA,71322,AVOYELLES,(318) 346-6681,Critical Access Hospitals,Government - Hospital District or Authority,true,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-92.176647 30.952426)
110091,PIEDMONT ROCKDALE HOSPITAL,"1412 MILSTEAD AVENUE, NE",CONYERS,GA,30012,ROCKDALE,(770) 918-3000,Acute Care Hospitals,Proprietary,false,true,1,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-84.001941 33.682239)
370015,HILLCREST HOSPITAL PRYOR,111 NORTH BAILEY STREET,PRYOR,OK,74361,MAYES,(918) 825-1600,Acute Care Hospitals,Proprietary,true,true,4,,Same as the national average,,Not Available,5,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-95.305388 36.308274)
050073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,VALLEJO,CA,94589,SOLANO,(707) 651-1000,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,17,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Not Available,5,Not Available,16,POINT (-122.247586 38.128437)
394033,"MONTGOMERY COUNTY EMERGENCY SERVICE, INC",50 BEECH DRIVE,NORRISTOWN,PA,19403,MONTGOMERY,(610) 279-6100,Psychiatric,Voluntary non-profit - Private,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-75.352921 40.136861)
260110,SOUTHEASTHEALTH,1701 LACEY ST,CAPE GIRARDEAU,MO,63701,CAPE GIRARDEAU,(573) 334-4822,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,POINT (-89.540936 37.311273)
380021,TUALITY COMMUNITY HOSPITAL,335 SE 8TH AVENUE,HILLSBORO,OR,97123,WASHINGTON,(503) 681-1111,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-122.97731 45.519623)
210027,WESTERN MARYLAND REGIONAL MEDICAL CENTER,12500 WILLOWBROOK ROAD,CUMBERLAND,MD,21502,ALLEGANY,(240) 964-8001,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,POINT (-78.732777 39.650091)
170201,"PINNACLE REGIONAL HOSPITAL, INC",12850 METCALF AVENUE,OVERLAND PARK,KS,66213,JOHNSON,(913) 220-2866,Acute Care Hospitals,Proprietary,false,,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Above the national average,,Not Available,5,Not Available,16,Not Available,5,POINT (-94.667876 38.896301)
110087,NORTHSIDE HOSPITAL GWINNETT,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GWINNETT,(678) 312-1000,Acute Care Hospitals,Government - Hospital District or Authority,true,,3,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,POINT (-84.013012 33.966455)
040050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,OUACHITA,(870) 836-1000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,
360360,SOIN MEDICAL CENTER,3535 PENTAGON PARK BLVD,BEAVER CREEK,OH,45431,GREENE,(937) 702-4000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-84.06271 39.771947)
360152,DOCTORS HOSPITAL,5100 WEST  BROAD STREET,COLUMBUS,OH,43228,FRANKLIN,(614) 544-1000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,,Same as the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-83.136709 39.951968)
240088,CARRIS HEALTH LLC,301 BECKER AVE SW,WILLMAR,MN,56201,KANDIYOHI,(320) 235-4543,Acute Care Hospitals,Government - Local,true,true,4,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,5,POINT (-95.046366 45.120514)
490019,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,501 SUNSET LANE,CULPEPER,VA,22701,CULPEPER,(540) 829-4100,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-78.011305 38.454848)
180079,HARRISON MEMORIAL HOSPITAL,1210 KY HWY 36 E,CYNTHIANA,KY,41031,HARRISON,(859) 234-2300,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,,Below the national average,,Not Available,5,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-84.276797 38.384822)
100157,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,POLK,(863) 687-1100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Above the national average,,POINT (-81.953248 28.059671)
244014,COMMUNITY BEHAVIORAL HEALTH HOSPITAL - BEMIDJI,800 BEMIDJI AVENUE NORTH SUITE 200,BEMIDJI,MN,56601,BELTRAMI,(218) 308-2401,Psychiatric,Government - State,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-94.879684 47.476067)
451325,CONCHO COUNTY HOSPITAL,614 EAKER STREET,EDEN,TX,76837,CONCHO,(915) 869-5911,Critical Access Hospitals,Government - Hospital District or Authority,true,true,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,POINT (-99.847832 31.220885)
361318,FOSTORIA COMMUNITY HOSPITAL,501 VAN BUREN STREET,FOSTORIA,OH,44830,SENECA,(419) 435-7734,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Not Available,5,Same as the national average,,Not Available,16,Same as the national average,,Not Available,5,Same as the national average,,POINT (-83.424059 41.163218)
073300,CONNECTICUT CHILDRENS MEDICAL CENTER,282 WASHINGTON STREET,HARTFORD,CT,06106,HARTFORD,(860) 545-9000,Childrens,Voluntary non-profit - Private,true,,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,POINT (-72.682812 41.753482)
030138,WESTERN REGIONAL MEDICAL CENTER,14200 WEST CELEBRATE LIFE WAY,GOODYEAR,AZ,85338,MARICOPA,(623) 207-3518,Acute Care Hospitals,Proprietary,false,true,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,POINT (-112.362571 33.452804)
240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,407 EAST THIRD STREET,DULUTH,MN,55805,ST. LOUIS,(218) 786-4000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-92.096395 46.792843)
340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,WASHINGTON,NC,27889,BEAUFORT,(252) 975-4100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-77.038833 35.548662)
440010,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,WAYNE,(931) 722-5411,Acute Care Hospitals,Voluntary non-profit - Other,true,,4,,Same as the national average,,Not Available,5,Same as the national average,,Not Available,16,Same as the national average,,Above the national average,,Not Available,5,POINT (-87.757533 35.325355)
134010,STATE HOSPITAL SOUTH,700 EAST ALICE STREET,BLACKFOOT,ID,83221,BINGHAM,(208) 785-1200,Psychiatric,Government - State,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-112.336601 43.187269)
060044,COLORADO PLAINS MEDICAL CENTER,1000 LINCOLN ST,FORT MORGAN,CO,80701,MORGAN,(970) 867-3391,Acute Care Hospitals,Voluntary non-profit - Other,true,true,3,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-103.79621 40.259344)
521302,MAYO CLINIC HEALTH SYSTEM OAKRIDGE,13025 8TH ST,OSSEO,WI,54758,TREMPEALEAU,(715) 597-3121,Critical Access Hospitals,Voluntary non-profit - Other,true,true,Not Available,16,Not Available,5,Not Available,5,Same as the national average,,Not Available,16,Not Available,5,Same as the national average,,Not Available,5,POINT (-91.216351 44.577911)
331320,COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,SCHOHARIE,(518) 254-3456,Critical Access Hospitals,Voluntary non-profit - Private,true,true,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Same as the national average,,Not Available,5,Not Available,5,POINT (-74.482987 42.686224)
314023,ASPEN HILLS HEALTHCARE CENTER,600 PEMBERTON-BROWNS MILLS ROAD,PEMBERTON,NJ,08068,BURLINGTON,(609) 836-6100,Psychiatric,Proprietary,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-74.640518 39.966557)
150017,LUTHERAN HOSPITAL OF INDIANA,7950 W JEFFERSON BLVD,FORT WAYNE,IN,46804,ALLEN,(260) 435-7001,Acute Care Hospitals,Proprietary,true,true,2,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-85.245885 41.037374)
241302,SANFORD WESTBROOK MEDICAL CENTER,920 BELL AVENUE PO BOX 188,WESTBROOK,MN,56183,COTTONWOOD,(507) 274-1119,Critical Access Hospitals,Voluntary non-profit - Private,true,true,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Above the national average,,Not Available,16,POINT (-95.438891 44.045285)
100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,CLAY,(904) 276-8500,Acute Care Hospitals,Voluntary non-profit - Other,true,true,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-81.738598 30.164807)
331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Critical Access Hospitals,Voluntary non-profit - Private,true,true,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-75.594861 43.986162)
360131,ALLIANCE COMMUNITY HOSPITAL,200 EAST STATE STREET,ALLIANCE,OH,44601,STARK,(330) 596-7018,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,POINT (-81.102736 40.901679)
161306,JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,JONES,(319) 462-6131,Critical Access Hospitals,Voluntary non-profit - Private,true,true,5,,Same as the national average,,Not Available,16,Same as the national average,,Above the national average,,Not Available,5,Same as the national average,,Same as the national average,,POINT (-91.261919 42.102231)
490088,CENTRA BEDFORD MEMORIAL HOSPITAL,1613 OAKWOOD STREET,BEDFORD,VA,24523,BEDFORD,(434) 200-6366,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Not Available,5,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-79.516415 37.351563)
340041,CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,28645,CALDWELL,(828) 757-5100,Acute Care Hospitals,Voluntary non-profit - Other,true,true,3,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-81.536239 35.910633)
431321,REGIONAL HEALTH STURGIS HOSPITAL,2140 JUNCTION AVE,STURGIS,SD,57785,MEADE,(605) 720-2400,Critical Access Hospitals,Voluntary non-profit - Other,true,true,4,,Not Available,5,Not Available,5,Above the national average,,Above the national average,,Not Available,5,Above the national average,,Not Available,5,POINT (-103.509122 44.402787)
130063,TREASURE VALLEY HOSPITAL,8800 WEST EMERALD STREET,BOISE,ID,83704,ADA,(208) 373-5000,Acute Care Hospitals,Proprietary,false,,Not Available,16,Not Available,16,Not Available,5,Not Available,5,Above the national average,,Not Available,5,Not Available,16,Not Available,16,POINT (-116.290332 43.611289)
250027,WINSTON MEDICAL CENTER & SWINGBED,17550 EAST MAIN STREET,LOUISVILLE,MS,39339,WINSTON,(662) 779-5124,Acute Care Hospitals,Proprietary,true,,Not Available,16,Not Available,5,Not Available,5,Not Available,5,Not Available,16,Below the national average,,Same as the national average,,Below the national average,,POINT (-89.036671 33.124291)
210002,UNIVERSITY OF MARYLAND MEDICAL CENTER,22 SOUTH  GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 328-8667,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,POINT (-76.623577 39.28747)
370056,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 WEST GORE BLVD,LAWTON,OK,73505,COMANCHE,(580) 355-8620,Acute Care Hospitals,Government - Hospital District or Authority,true,,1,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,POINT (-98.434497 34.608969)
230241,ASCENSION RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,ST. CLAIR,(810) 329-7111,Acute Care Hospitals,Government - Hospital District or Authority,true,true,4,,Same as the national average,,Not Available,5,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-82.478208 42.786505)
230093,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,605 OAK STREET,BIG RAPIDS,MI,49307,MECOSTA,(231) 796-8691,Acute Care Hospitals,Government - Local,true,true,4,,Same as the national average,,Not Available,5,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-85.475763 43.693126)
450135,TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,76104,TARRANT,(817) 250-2100,Acute Care Hospitals,Voluntary non-profit - Church,true,true,2,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,POINT (-97.339313 32.73848)
140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,77 N AIRLITE STREET,ELGIN,IL,60123,KANE,(847) 695-3200,Acute Care Hospitals,Voluntary non-profit - Church,true,true,3,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-88.327934 42.036242)
050102,"DOCTORS HOSPITAL OF RIVERSIDE, LLC",3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,POINT (-117.440052 33.925697)
330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,POINT (-78.849916 42.92917)
161343,REGIONAL MEDICAL CENTER,709 W MAIN STREET,MANCHESTER,IA,52057,DELAWARE,(563) 927-3232,Critical Access Hospitals,Proprietary,true,true,4,,Not Available,5,Not Available,5,Above the national average,,Above the national average,,Not Available,5,Not Available,5,Same as the national average,,POINT (-91.466644 42.483903)
050668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,375 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,94116,SAN FRANCISCO,(415) 759-2300,Acute Care Hospitals,Government - Local,false,,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,POINT (-122.458636 37.747824)
013300,THE CHILDREN'S HOSPITAL OF ALABAMA,1600 SEVENTH AVENUE SOUTH,BIRMINGHAM,AL,35233,JEFFERSON,(205) 939-9100,Childrens,Voluntary non-profit - Private,true,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-86.805381 33.503222)
360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,COLDWATER,OH,45828,MERCER,(419) 678-4843,Acute Care Hospitals,Government - Hospital District or Authority,false,true,5,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-84.638243 40.479782)
030094,ARROWHEAD HOSPITAL,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,MARICOPA,(623) 561-1000,Acute Care Hospitals,Proprietary,true,true,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-112.202889 33.655042)
054147,JOYCE EISENBERG KEEFER MEDICAL CENTER,7150 TAMPA AVENUE,RESEDA,CA,91335,LOS ANGELES,(818) 774-3314,Psychiatric,Voluntary non-profit - Private,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-118.553521 34.200094)
241342,ORTONVILLE AREA HEALTH SERVICES,450 EASTVOLD AVE,ORTONVILLE,MN,56278,BIG STONE,(320) 839-2505,Critical Access Hospitals,Government - Local,true,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Same as the national average,,Above the national average,,Not Available,5,POINT (-96.446563 45.314769)
063301,CHILDREN'S HOSPITAL COLORADO,13123 E 16TH AVE,AURORA,CO,80045,ADAMS,(720) 777-1234,Childrens,Voluntary non-profit - Private,true,,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,Not Available,5,POINT (-104.835018 39.741635)
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,6101 PINE RIDGE ROAD,NAPLES,FL,34119,COLLIER,(239) 348-4000,Acute Care Hospitals,Proprietary,true,true,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Above the national average,,Above the national average,,Below the national average,,POINT (-81.730707 26.211764)
051306,GLENN MEDICAL CENTER,1133 W SYCAMORE ST,WILLOWS,CA,95988,GLENN,(530) 934-1818,Critical Access Hospitals,Government - Federal,true,,Not Available,16,Not Available,5,Not Available,5,Same as the national average,,Not Available,16,Not Available,5,Same as the national average,,Not Available,5,POINT (-122.20812 39.520467)
120007,KUAKINI MEDICAL CENTER,347 NORTH KUAKINI STREET,HONOLULU,HI,96817,HONOLULU,(808) 536-2236,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-157.856211 21.322211)
230193,MCLAREN LAPEER REGION,1375 N MAIN ST,LAPEER,MI,48446,LAPEER,(810) 667-5500,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-83.319345 43.06271)
453315,CHILDREN'S HOSPITAL OF SAN ANTONIO,333 N SANTA ROSA ST,SAN ANTONIO,TX,78207,BEXAR,(210) 704-3342,Childrens,Voluntary non-profit - Private,true,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-98.497875 29.427796)
364045,SEQUEL POMEGRANATE HEALTH SYSTEMS LLC,765 PIERCE DRIVE,COLUMBUS,OH,43223,FRANKLIN,(614) 223-1650,Psychiatric,Proprietary,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-83.018391 39.947236)
230259,ST JOSEPH MERCY CHELSEA,775 S MAIN ST,CHELSEA,MI,48118,WASHTENAW,(734) 475-3911,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-84.016571 42.310594)
230075,BRONSON BATTLE CREEK HOSPITAL,300 NORTH AVENUE,BATTLE CREEK,MI,49017,CALHOUN,(269) 966-8000,Acute Care Hospitals,Proprietary,true,true,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-85.180404 42.330618)
320011,PRESBYTERIAN ESPANOLA HOSPITAL,1010 SPRUCE STREET,ESPANOLA,NM,87532,RIO ARRIBA,(505) 753-1502,Acute Care Hospitals,Voluntary non-profit - Private,true,,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,POINT (-106.086683 35.997101)
241353,CUYUNA REGIONAL MEDICAL CENTER,320 EAST MAIN STREET,CROSBY,MN,56441,CROW WING,(218) 546-2300,Critical Access Hospitals,Government - Hospital District or Authority,true,true,4,,Not Available,5,Not Available,5,Same as the national average,,Above the national average,,Not Available,5,Above the national average,,Same as the national average,,POINT (-93.94525 46.482408)
460026,SEVIER VALLEY HOSPITAL,1000 NORTH MAIN STREET,RICHFIELD,UT,84701,SEVIER,(435) 893-4100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,,Not Available,5,Not Available,5,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-112.084663 38.783275)
031305,HOPI HEALTH CARE CENTER,"HIGHWAY 264, MILEPOST 388",POLACCA,AZ,86042,NAVAJO,(928) 737-6000,Critical Access Hospitals,Tribal,false,,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,16,Not Available,16,Not Available,16,
